company_name_fda,normalized_name,n_letters,first_letter_date,last_letter_date,any_device_letter,any_drug_letter,any_biologic_letter,any_medtech_pharma,product_types
"Daniel M. Paulson, MD",DANIEL M PAULSON MD,1,2009-03-11,2009-03-11,False,True,False,True,Drugs
"Darmerica, LLC",DARMERICA,1,2025-12-08,2025-12-08,False,True,False,True,Drugs
"Dasan C.N Tek Co., Ltd.",DASAN C N TEK,1,2017-09-22,2017-09-22,False,True,False,True,Drugs
Databazaar.com,DATABAZAAR COM,1,2021-09-03,2021-09-03,True,False,False,True,Devices
Davati Medical Supply LLC,DAVATI MEDICAL SUPPLY,1,2021-06-25,2021-06-25,False,False,True,True,Biologics
"David Cosmetic Co., Ltd.",DAVID COSMETIC,1,2022-05-02,2022-05-02,False,True,False,True,Drugs
David M. Lubeck MD,DAVID M LUBECK MD,1,2022-11-18,2022-11-18,False,True,False,True,Drugs
David Scott,DAVID SCOTT,1,2010-10-20,2010-10-20,False,True,False,True,Drugs
Daxal Cosmetics Pvt. Ltd.,DAXAL COSMETICS,1,2023-08-03,2023-08-03,False,True,False,True,Drugs
DeRoyal Cientifica De Latinoamerica S.R.L.,DEROYAL CIENTIFICA DE LATINOAMERICA S R L,1,2013-08-12,2013-08-12,True,False,False,True,Devices
"DeVere Company, Inc.",DEVERE,1,2025-11-12,2025-11-12,False,True,False,True,Drugs
DeVilbiss Healthcare LLC,DEVILBISS HEALTHCARE,1,2021-11-23,2021-11-23,True,False,False,True,Devices
"Dechoker, LLC",DECHOKER,1,2021-05-10,2021-05-10,True,False,False,True,Devices
"Dectro International, Inc.",DECTRO,1,2014-05-22,2014-05-22,True,False,False,True,Devices
"Dee Cee Laboratories, Inc",DEE CEE LABORATORIES,1,2009-08-18,2009-08-18,False,True,False,True,Drugs
Defender SD Manufacturing LLC,DEFENDER SD MANUFACTURING,1,2008-10-31,2008-10-31,False,True,False,True,Drugs
"Defibtech, LLC",DEFIBTECH,1,2010-09-22,2010-09-22,True,False,False,True,Devices
Degania Medical Devices Pvt. Ltd.,DEGANIA MEDICAL DEVICES,1,2014-12-23,2014-12-23,True,False,False,True,Devices
Degasa S.A. De C.V.,DEGASA S A DE C V,1,2018-04-18,2018-04-18,False,True,False,True,Drugs
"Deibel Laboratories of Illinois, Inc.",DEIBEL LABORATORIES OF ILLINOIS,1,2011-09-01,2011-09-01,False,True,False,True,Drugs
"Deitz, M.D., Robert",DEITZ M D ROBERT,1,2010-04-01,2010-04-01,False,True,False,True,Drugs
Delarange Cosmetics BV,DELARANGE COSMETICS,1,2016-09-29,2016-09-29,False,True,False,True,Drugs
"Delpharm Boucherville Canada, Inc.",DELPHARM BOUCHERVILLE CANADA,1,2011-11-18,2011-11-18,False,True,False,True,Drugs
Delsam Pharma LLC,DELSAM PHARMA,1,2024-02-13,2024-02-13,False,True,False,True,Drugs
Delta 8 Hemp,DELTA 8 HEMP,1,2022-05-04,2022-05-04,False,True,False,True,Drugs
Delta Kozmetik Sanayi Ve Ticaret-Selim Yesil,DELTA KOZMETIK SANAYI VE TICARET SELIM YESIL,2,2021-07-08,2023-02-13,False,True,False,True,Drugs
Delta Laboratories Pty Ltd,DELTA LABORATORIES PTY,1,2017-12-19,2017-12-19,False,True,False,True,Drugs
"Delta Pharma, Inc.",DELTA PHARMA,1,2014-12-09,2014-12-09,False,True,False,True,Drugs
"Deltex Pharmaceuticals, Inc",DELTEX PHARMACEUTICALS,1,2008-10-31,2008-10-31,False,True,False,True,Drugs
Delux IV and Aesthetics,DELUX IV AND AESTHETICS,1,2026-02-20,2026-02-20,False,True,False,True,Drugs
"Denison Pharmaceuticals, LLC",DENISON PHARMACEUTICALS,1,2023-07-26,2023-07-26,False,True,False,True,Drugs
"Denker, Mark S, MD PA",DENKER MARK S MD PA,1,2022-11-17,2022-11-17,False,False,True,True,Biologics
"Dennis J. Hurwitz, M.D.",DENNIS J HURWITZ M D,1,2013-09-30,2013-09-30,True,False,False,True,Devices
"Dental Technologies, Inc.",DENTAL TECHNOLOGIES,2,2011-09-15,2021-11-30,False,True,False,True,Drugs
Dental-Kosmetik GmbH & Co. KG,DENTAL KOSMETIK AND KG,1,2020-01-16,2020-01-16,False,True,False,True,Drugs
"Denterprise International, Inc.",DENTERPRISE,1,2019-10-09,2019-10-09,True,False,False,True,Devices
"Denttio, Inc.",DENTTIO,1,2017-02-23,2017-02-23,True,False,False,True,Devices
"Deqing Jiarou Daily Chemical Co., Ltd",DEQING JIAROU DAILY CHEMICAL,1,2024-03-19,2024-03-19,False,True,False,True,Drugs
"Dercher Enterprises, Inc., DBA Gordon Laboratories",DERCHER ENTERPRISES GORDON LABORATORIES,1,2019-09-13,2019-09-13,False,True,False,True,Drugs
"Derma Pen, LLC",DERMA PEN,1,2015-01-09,2015-01-09,True,False,False,True,Devices
Derma Remedies,DERMA REMEDIES,1,2011-04-27,2011-04-27,False,True,False,True,Drugs
DermaPharm A/S,DERMAPHARM A S,1,2020-03-10,2020-03-10,False,True,False,True,Drugs
"DermaRite Industries, LLC",DERMARITE INDUSTRIES,1,2025-10-27,2025-10-27,False,True,False,True,Drugs
Dermacare LLC,DERMACARE,1,2025-09-09,2025-09-09,False,True,False,True,Drugs
Dermacare Packaging & Private Label LLC,DERMACARE PACKAGING AND PRIVATE LABEL,1,2021-12-01,2021-12-01,True,False,False,True,Devices
Desarrollo E Investigacion Medica Aragonesa SL,DESARROLLO E INVESTIGACION MEDICA ARAGONESA SL,1,2014-10-15,2014-10-15,True,False,False,True,Devices
Descor LLC,DESCOR,1,2014-08-19,2014-08-19,False,True,False,True,Drugs
Deseo Rebajar,DESEO REBAJAR,1,2014-03-07,2014-03-07,False,True,False,True,Drugs
Deseo Rebajar Inc.,DESEO REBAJAR,1,2014-03-07,2014-03-07,False,True,False,True,Drugs
Deserving Health International Corp,DESERVING HEALTH,1,2017-12-18,2017-12-18,False,True,False,True,Drugs
"Deston Therapeutics, Llc",DESTON THERAPEUTICS,1,2010-02-05,2010-02-05,False,True,False,True,Drugs
Deva Holding Anonim Sirketi - Cerkezkoy Subesi,DEVA ANONIM SIRKETI CERKEZKOY SUBESI,1,2019-08-06,2019-08-06,False,True,False,True,Drugs
"Devalingam Mahalingam, M.D., Ph.D.",DEVALINGAM MAHALINGAM M D PH D,1,2025-12-11,2025-12-11,False,True,False,True,Drugs
Dexcel Ltd.,DEXCEL,1,2009-05-14,2009-05-14,False,True,False,True,Drugs
Dexcowin Co. Ltd.,DEXCOWIN,2,2015-08-15,2018-02-20,True,False,False,True,Devices
Dexta Corporation,DEXTA,1,2014-06-25,2014-06-25,True,False,False,True,Devices
Dexterity Health LLC,DEXTERITY HEALTH,1,2023-10-30,2023-10-30,False,True,False,True,Drugs
Dextrum Laboratories,DEXTRUM LABORATORIES,1,2023-12-07,2023-12-07,False,True,False,True,Drugs
Deymed Diagnostic s.r.o.,DEYMED DIAGNOSTIC S R O,1,2025-08-06,2025-08-06,True,False,False,True,Devices
DiaPharma Group Inc,DIAPHARMA,1,2011-03-22,2011-03-22,True,False,False,True,Devices
Diabetes Corporation of America,DIABETES OF AMERICA,1,2016-07-21,2016-07-21,False,True,False,True,Drugs
Diagnostic Biochem Canada Inc.,DIAGNOSTIC BIOCHEM CANADA,1,2011-12-20,2011-12-20,True,False,False,True,Devices
"Diagnostic Solutions Laboratory, LLC",DIAGNOSTIC SOLUTIONS LABORATORY,1,2020-07-24,2020-07-24,True,False,False,True,Devices
"DiamoDent, Inc.",DIAMODENT,1,2016-01-05,2016-01-05,True,False,False,True,Devices
Diamond Chemical Co. Inc.,DIAMOND CHEMICAL,1,2024-09-06,2024-09-06,False,True,False,True,Drugs
"Diamond Wipes International, Inc.",DIAMOND WIPES,2,2016-10-21,2018-03-07,False,True,False,True,Drugs
"Diasol East, Inc.",DIASOL EAST,1,2017-07-12,2017-07-12,True,False,False,True,Devices
Diasol Inc,DIASOL,1,2017-09-28,2017-09-28,True,False,False,True,Devices
"Diasol, Inc",DIASOL,3,2010-08-09,2026-01-30,True,False,False,True,Devices
"Diaz, Leslie, M.D.",DIAZ LESLIE M D,1,2011-11-04,2011-11-04,False,True,False,True,Drugs
Dibar Nutricional S. de R.L. de C.V.,DIBAR NUTRICIONAL S DE R L DE C V,1,2021-03-10,2021-03-10,False,True,False,True,Drugs
"Digital Radiology Center, Inc.",DIGITAL RADIOLOGY CENTER,1,2010-01-22,2010-01-22,True,False,False,True,Devices
Digitimer Ltd.,DIGITIMER,1,2015-10-19,2015-10-19,True,False,False,True,Devices
Dignity Health - Northridge Hospital Medical Center,DIGNITY HEALTH NORTHRIDGE HOSPITAL MEDICAL CENTER,1,2016-12-13,2016-12-13,False,True,False,True,Drugs
"Dimitri Sirakoff, D.O.",DIMITRI SIRAKOFF D O,1,2013-09-12,2013-09-12,False,True,False,True,Drugs
Diora Kimya Sanayi ve Ticaret Limited Sirketi,DIORA KIMYA SANAYI VE TICARET SIRKETI,1,2024-10-17,2024-10-17,False,True,False,True,Drugs
"Direct Meds, Inc.",DIRECT MEDS,1,2025-09-09,2025-09-09,False,True,False,True,Drugs
Discount Online Pharmacy,DISCOUNT ONLINE PHARMACY,1,2013-02-12,2013-02-12,False,True,False,True,Drugs
Disinfect & Shield,DISINFECT AND SHIELD,1,2021-05-06,2021-05-06,False,True,False,True,Drugs
"Distribuidora Lagunera del Norte, SA de CV",DISTRIBUIDORA LAGUNERA DEL NORTE DE CV,1,2021-03-24,2021-03-24,False,True,False,True,Drugs
"Distributor RFR, LLC.",DISTRIBUTOR RFR,1,2023-01-09,2023-01-09,False,True,False,True,Drugs
Divi's Laboratories Ltd. (Unit II),DIVI S LABORATORIES UNIT II,1,2017-04-13,2017-04-13,False,True,False,True,Drugs
Dixon Investments Inc,DIXON INVESTMENTS,1,2025-09-18,2025-09-18,False,True,False,True,Drugs
Dolan Central Illinois Compounding LLC dba Preckshot Professional Pharmacy,DOLAN CENTRAL ILLINOIS COMPOUNDING PRECKSHOT PROFESSIONAL PHARMACY,1,2016-09-02,2016-09-02,False,True,False,True,Drugs
Dolphin Intertrade Corporation,DOLPHIN INTERTRADE,1,2013-08-20,2013-08-20,False,True,False,True,Drugs
"Dong Yuan Technology Co., Ltd.",DONG YUAN TECHNOLOGY,1,2019-03-18,2019-03-18,False,True,False,True,Drugs
"DongBang Cosmetics Co., Ltd.",DONGBANG COSMETICS,1,2021-10-22,2021-10-22,False,True,False,True,Drugs
"Dongguan Jianwei Electronics Products Co., Ltd.",DONGGUAN JIANWEI ELECTRONICS PRODUCTS,2,2014-10-16,2015-11-05,True,False,False,True,Devices
"Dongguan Polygreen Technology Co., Ltd.",DONGGUAN POLYGREEN TECHNOLOGY,1,2011-09-27,2011-09-27,True,False,False,True,Devices
"Dongguan Sure On Plastic & Fiber Products Co., LTD.",DONGGUAN SURE ON PLASTIC AND FIBER PRODUCTS,1,2012-08-06,2012-08-06,True,False,False,True,Devices
Dongguan Yong Rong Plastics Co. Ltd.,DONGGUAN YONG RONG PLASTICS,1,2012-06-27,2012-06-27,True,False,False,True,Devices
Dongkuk Techco Rubber Ind. Sdn Bhd,DONGKUK TECHCO RUBBER IND SDN BHD,1,2008-12-30,2008-12-30,True,False,False,True,Devices
Dongying Tiandong Pharmaceutical Co Ltd,DONGYING TIANDONG PHARMACEUTICAL,1,2016-11-10,2016-11-10,False,True,False,True,Drugs
Dorado Health Inc,DORADO HEALTH,1,2009-04-02,2009-04-02,False,False,True,True,Biologics
Dorneyville Pharmacy,DORNEYVILLE PHARMACY,1,2017-02-07,2017-02-07,False,True,False,True,Drugs
"Dornier Medtech America, Inc.",DORNIER MEDTECH AMERICA,1,2010-03-23,2010-03-23,True,False,False,True,Devices
Dornier Medtech GmbH,DORNIER MEDTECH,1,2011-08-26,2011-08-26,True,False,False,True,Devices
Dougherty's Pharmacy,DOUGHERTY S PHARMACY,1,2017-05-12,2017-05-12,False,True,False,True,Drugs
Dr Benedict S Liao Md,DR BENEDICT S LIAO MD,1,2014-07-08,2014-07-08,False,True,False,True,Drugs
Dr Retter Ec Retter Wladyslaw,DR RETTER EC RETTER WLADYSLAW,1,2022-03-16,2022-03-16,False,True,False,True,Drugs
Dr. Ashley Minas,DR ASHLEY MINAS,1,2015-05-29,2015-05-29,True,False,False,True,Devices
Dr. Berne's Whole Health Products,DR BERNE S WHOLE HEALTH PRODUCTS,1,2023-11-22,2023-11-22,False,True,False,True,Drugs
Dr. Brite LLC,DR BRITE,1,2024-11-21,2024-11-21,False,True,False,True,Drugs
Dr. Dhole's Sushanti Homeopathy Clinic,DR DHOLE S SUSHANTI HOMEOPATHY CLINIC,1,2020-05-04,2020-05-04,False,True,False,True,Drugs
Dr. G. H. Tichenor's Antiseptic Company,DR G H TICHENOR S ANTISEPTIC,1,2011-04-18,2011-04-18,False,True,False,True,Drugs
Dr. Gaters Weight Loss and Wellness,DR GATERS WEIGHT LOSS AND WELLNESS,1,2025-09-09,2025-09-09,False,True,False,True,Drugs
Dr. Hettie Morgan,DR HETTIE MORGAN,1,2015-05-29,2015-05-29,True,False,False,True,Devices
"Dr. Joel Kaplan, Inc.",DR JOEL KAPLAN,2,2014-05-01,2024-01-08,True,False,False,True,Devices
Dr. Paul's Lab,DR PAUL S LAB,1,2021-02-16,2021-02-16,False,True,False,True,Drugs
Dr. Sankunnis Ayurvedic Research Foundation Pvt Ltd,DR SANKUNNIS AYURVEDIC RESEARCH FOUNDATION,1,2024-04-18,2024-04-18,False,True,False,True,Drugs
Dr. Thomas Gazda,DR THOMAS GAZDA,1,2009-11-24,2009-11-24,False,True,False,True,Drugs
DrMedHealth,DRMEDHEALTH,1,2026-06-09,2026-06-09,False,True,False,True,Drugs
DrNaturalHealing Inc.,DRNATURALHEALING,1,2016-03-10,2016-03-10,False,True,False,True,Drugs
Drive DeVilbiss Healthcare,DRIVE DEVILBISS HEALTHCARE,1,2012-10-10,2012-10-10,True,False,False,True,Devices
"Drivergent, Inc.",DRIVERGENT,1,2023-05-01,2023-05-01,False,True,False,True,Drugs
"Drug Depot, LLC., dba APS Pharmacy",DRUG DEPOT APS PHARMACY,2,2016-12-15,2023-03-31,False,True,False,True,Drugs
"Drugs Are Us, Inc., dba Hopewell Pharmacy",DRUGS ARE HOPEWELL PHARMACY,1,2009-09-28,2009-09-28,False,True,False,True,Drugs
"DuPont Nutrition USA, Inc",DUPONT NUTRITION,1,2022-12-02,2022-12-02,False,True,False,True,Drugs
Durazo Medical Biomagnetism,DURAZO MEDICAL BIOMAGNETISM,1,2020-08-19,2020-08-19,True,False,False,True,Devices
Duren Health Mart Pharmacy,DUREN HEALTH MART PHARMACY,1,2019-11-01,2019-11-01,False,True,False,True,Drugs
"Dynamic Blending Specialists, Inc.",DYNAMIC BLENDING SPECIALISTS,1,2025-06-18,2025-06-18,False,True,False,True,Drugs
Dynamic Stem Cell Therapy,DYNAMIC STEM CELL THERAPY,1,2026-02-11,2026-02-11,False,False,True,True,Biologics
"Dynamic Surgery, Inc.",DYNAMIC SURGERY,1,2009-10-13,2009-10-13,True,False,False,True,Devices
Dynavision Global Holdings LLC,DYNAVISION GLOBAL,1,2017-09-05,2017-09-05,True,False,False,True,Devices
"Dyno Manufacturing, Inc.",DYNO MANUFACTURING,1,2025-04-15,2025-04-15,False,True,False,True,Drugs
"Dzebovskaya, Yelena",DZEBOVSKAYA YELENA,1,2012-11-08,2012-11-08,True,False,False,True,Devices
E-Care Technology Corp.,E CARE TECHNOLOGY,2,2015-11-24,2020-03-02,True,False,False,True,Devices
E-Cig Technology Inc.,E CIG TECHNOLOGY,1,2010-09-08,2010-09-08,False,True,False,True,Drugs
E-M Medical Treatment And Electron (Suzhou) Co Ltd,E M MEDICAL TREATMENT AND ELECTRON SUZHOU,2,2012-08-16,2013-05-17,True,False,False,True,Devices
"E-cigarettedirect, Llc",E CIGARETTEDIRECT,1,2010-09-08,2010-09-08,False,True,False,True,Drugs
E.A. Beck & Co.,E A BECK AND,1,2010-12-14,2010-12-14,True,False,False,True,Devices
EAST FORK CULTIVARS,EAST FORK CULTIVARS,1,2023-12-22,2023-12-22,False,True,False,True,Drugs
"ECI Pharmaceuticals, LLC",ECI PHARMACEUTICALS,1,2022-02-03,2022-02-03,False,True,False,True,Drugs
EEG Info,EEG INFO,1,2012-08-16,2012-08-16,True,False,False,True,Devices
"EIKEN CHEMICAL CO., LTD. NOGI PLANT",EIKEN CHEMICAL NOGI PLANT,1,2013-03-13,2013-03-13,True,False,False,True,Devices
EMD Millipore Corporation,EMD MILLIPORE,1,2009-12-30,2009-12-30,True,False,False,True,Devices
"EMG Manufacturing Co., Ltd.",EMG MANUFACTURING,1,2012-09-14,2012-09-14,True,False,False,True,Devices
EMcision Ltd.,EMCISION,1,2014-11-20,2014-11-20,True,False,False,True,Devices
ENERGIST LIMITED,ENERGIST,1,2012-12-04,2012-12-04,True,False,False,True,Devices
"EPH Technologies, Inc.",EPH TECHNOLOGIES,1,2019-11-18,2019-11-18,False,True,False,True,Drugs
EPS Bio Technology Corp.,EPS BIO TECHNOLOGY,1,2012-09-12,2012-09-12,True,False,False,True,Devices
EPSa Elektronik & Prazisionsbau Saalfeld GmbH,EPSA ELEKTRONIK AND PRAZISIONSBAU SAALFELD,1,2015-08-04,2015-08-04,True,False,False,True,Devices
EPflex Feinwerktechnik GmbH,EPFLEX FEINWERKTECHNIK,1,2013-09-16,2013-09-16,True,False,False,True,Devices
ESSND GLOBAL,ESSND GLOBAL,1,2020-02-14,2020-02-14,False,True,False,True,Drugs
ESTRATEGIA HOSPITALARIA SA DE CV,ESTRATEGIA HOSPITALARIA DE CV,1,2021-05-04,2021-05-04,False,True,False,True,Drugs
EUCYT Laboratories LLC,EUCYT LABORATORIES,1,2020-06-04,2020-06-04,False,False,True,True,Biologics
EUROSIREL S.P.A,EUROSIREL S P A,1,2024-11-20,2024-11-20,False,True,False,True,Drugs
EVERYMARKET INC,EVERYMARKET,1,2024-08-27,2024-08-27,False,True,False,True,Drugs
"Eagle Diagnostics, Inc",EAGLE DIAGNOSTICS,1,2011-03-03,2011-03-03,True,False,False,True,Devices
Eagle Health Supplies,EAGLE HEALTH SUPPLIES,1,2010-11-24,2010-11-24,True,False,False,True,Devices
Eagle Parts and Products,EAGLE PARTS AND PRODUCTS,1,2008-11-14,2008-11-14,True,False,False,True,Devices
Eagle Pharma Outsourcing LLC,EAGLE PHARMA OUTSOURCING,1,2016-10-13,2016-10-13,False,True,False,True,Drugs
Early To Bed,EARLY TO BED,1,2025-12-16,2025-12-16,True,False,False,True,Devices
Earth Angel Oils,EARTH ANGEL OILS,1,2020-04-14,2020-04-14,False,True,False,True,Drugs
Earthley Wellness,EARTHLEY WELLNESS,1,2020-04-09,2020-04-09,False,True,False,True,Drugs
East Jefferson General Hospital,EAST JEFFERSON GENERAL HOSPITAL,1,2019-11-12,2019-11-12,True,False,False,True,Devices
"Eastern Cranial Affiliates, LLC",EASTERN CRANIAL AFFILIATES,1,2010-11-16,2010-11-16,True,False,False,True,Devices
"Eastern Pharmacy, Inc.",EASTERN PHARMACY,1,2014-10-29,2014-10-29,False,True,False,True,Drugs
Easy Pha-Max Marke,EASY PHA MAX MARKE,1,2013-07-15,2013-07-15,False,True,False,True,Drugs
Eaton Manufacturing Corporation Dba Eaton Medical,EATON MANUFACTURING EATON MEDICAL,1,2010-07-27,2010-07-27,True,False,False,True,Devices
"Eclipse Medcorp, LLC",ECLIPSE MEDCORP,2,2015-10-27,2016-03-28,True,False,True,True,Biologics; Devices
"Eco Lips, Inc.",ECO LIPS,1,2022-09-20,2022-09-20,False,True,False,True,Drugs
"Ecometics, Inc.",ECOMETICS,1,2019-04-16,2019-04-16,False,True,False,True,Drugs
Economax Llc,ECONOMAX,1,2016-05-06,2016-05-06,False,True,False,True,Drugs
Eden,EDEN,1,2026-06-08,2026-06-08,False,True,False,True,Drugs
Edge Biologicals Inc,EDGE BIOLOGICALS,2,2012-02-14,2023-06-27,True,False,False,True,Devices
"Edge Pharma, LLC",EDGE PHARMA,1,2015-11-12,2015-11-12,False,True,False,True,Drugs
"Edwards Pharmaceuticals, Inc",EDWARDS PHARMACEUTICALS,1,2010-02-08,2010-02-08,False,True,False,True,Drugs
Ehsan NMI Sadri MD,EHSAN NMI SADRI MD,1,2026-03-27,2026-03-27,False,True,False,True,Drugs
Ehy Holdings LLC,EHY,1,2024-02-02,2024-02-02,False,True,False,True,Drugs
Ei LLC,EI,1,2018-04-16,2018-04-16,False,True,False,True,Drugs
Eidosmed,EIDOSMED,1,2011-03-16,2011-03-16,True,False,False,True,Devices
Eksa Mills S.A. de C.V.,EKSA MILLS S A DE C V,1,2022-10-05,2022-10-05,False,True,False,True,Drugs
Elcam Medical Italy SPA,ELCAM MEDICAL ITALY,1,2012-02-23,2012-02-23,True,False,False,True,Devices
Electric Mobility Corp,ELECTRIC MOBILITY,1,2011-04-14,2011-04-14,True,False,False,True,Devices
Electro Cap International Inc,ELECTRO CAP,1,2011-07-20,2011-07-20,True,False,False,True,Devices
"Electro Medical, Inc.",ELECTRO MEDICAL,1,2013-08-09,2013-08-09,True,False,False,True,Devices
"Electro-tech Products, Inc.",ELECTRO TECH PRODUCTS,1,2009-07-01,2009-07-01,True,False,False,True,Devices
"Electromedical Products International, Inc.",ELECTROMEDICAL PRODUCTS,1,2013-04-30,2013-04-30,True,False,False,True,Devices
"Electronic Development Labs, Inc",ELECTRONIC DEVELOPMENT LABS,1,2014-10-01,2014-10-01,True,False,False,True,Devices
Electrostim Medical Services Inc,ELECTROSTIM MEDICAL SERVICES,1,2011-04-20,2011-04-20,True,False,False,True,Devices
"Elemental Herbs, Inc.",ELEMENTAL HERBS,1,2023-10-20,2023-10-20,False,True,False,True,Drugs
Elements Brands Inc.,ELEMENTS BRANDS,1,2022-04-13,2022-04-13,False,True,False,True,Drugs
Elite Health Center,ELITE HEALTH CENTER,1,2025-09-09,2025-09-09,False,True,False,True,Drugs
Elite Laboratories Inc.,ELITE LABORATORIES,1,2016-08-25,2016-08-25,False,True,False,True,Drugs
"Elite Massagers, LLC.",ELITE MASSAGERS,2,2014-08-18,2015-12-11,True,False,False,True,Devices
Elite Supplement Center,ELITE SUPPLEMENT CENTER,1,2022-07-06,2022-07-06,False,True,False,True,Drugs
Elite Training Facility LLC,ELITE TRAINING FACILITY,1,2022-07-06,2022-07-06,False,True,False,True,Drugs
"Elizabeth E. Houser, MD",ELIZABETH E HOUSER MD,1,2012-05-25,2012-05-25,False,True,False,True,Drugs
Elkhart General Hospital Blood Donor Center,ELKHART GENERAL HOSPITAL BLOOD DONOR CENTER,1,2009-05-06,2009-05-06,False,False,True,True,Biologics
Elkhart Pharmacy,ELKHART PHARMACY,1,2017-05-08,2017-05-08,False,True,False,True,Drugs
"Ellex iScience, Inc.",ELLEX ISCIENCE,1,2025-04-23,2025-04-23,True,False,False,True,Devices
Emcure Pharmaceuticals Limited,EMCURE PHARMACEUTICALS,2,2016-03-03,2019-08-02,False,True,False,True,Drugs
Emedkit.com,EMEDKIT COM,1,2020-04-23,2020-04-23,False,True,False,True,Drugs
Emergency Disaster Systems,EMERGENCY DISASTER SYSTEMS,1,2009-05-13,2009-05-13,True,False,False,True,Devices
"Emilia Resources, LLC",EMILIA RESOURCES,1,2009-04-27,2009-04-27,False,True,False,True,Drugs
"Eminent Spine, LLC",EMINENT SPINE,1,2010-07-20,2010-07-20,True,False,False,True,Devices
"Empire Distributors, Inc.",EMPIRE DISTRIBUTORS,1,2019-04-10,2019-04-10,False,True,False,True,Drugs
Empower Clinic Services LLC,EMPOWER CLINIC SERVICES,3,2017-05-25,2025-04-02,False,True,False,True,Drugs
"Empower Clinic Services, LLC dba Empower Pharmacy",EMPOWER CLINIC SERVICES EMPOWER PHARMACY,1,2025-04-02,2025-04-02,False,True,False,True,Drugs
Empowered Diagnostics LLC,EMPOWERED DIAGNOSTICS,1,2022-10-07,2022-10-07,True,False,False,True,Devices
"EnMed MicroAnalytics, Inc.",ENMED MICROANALYTICS,1,2021-01-26,2021-01-26,True,False,False,True,Devices
Enclara Pharmacia Inc,ENCLARA PHARMACIA,1,2017-03-29,2017-03-29,False,True,False,True,Drugs
"EndoGastric Solutions, Inc.",ENDOGASTRIC SOLUTIONS,1,2010-03-12,2010-03-12,True,False,False,True,Devices
"Endogastric Solutions, Inc.",ENDOGASTRIC SOLUTIONS,1,2012-06-08,2012-06-08,True,False,False,True,Devices
"Endotec, Inc.",ENDOTEC,1,2009-10-22,2009-10-22,True,False,False,True,Devices
Energy Miracle Enterprises,ENERGY MIRACLE ENTERPRISES,1,2009-10-08,2009-10-08,True,False,False,True,Devices
Enhance Nutraceutical,ENHANCE NUTRACEUTICAL,1,2013-07-15,2013-07-15,False,True,False,True,Drugs
"Enhancement Medical, LLC",ENHANCEMENT MEDICAL,1,2014-06-04,2014-06-04,True,False,False,True,Devices
"Enprani Co., Ltd.",ENPRANI,1,2019-08-15,2019-08-15,False,True,False,True,Drugs
Enraf-Nonius B.V.,ENRAF NONIUS B V,1,2013-07-05,2013-07-05,True,False,False,True,Devices
EnviroServe Chemicals & Cleaners Ltd.,ENVIROSERVE CHEMICALS AND CLEANERS,1,2024-09-09,2024-09-09,False,True,False,True,Drugs
Eolane Vailhauques,EOLANE VAILHAUQUES,1,2016-02-04,2016-02-04,True,False,False,True,Devices
"Eosera, Inc.",EOSERA,1,2020-07-13,2020-07-13,False,True,False,True,Drugs
Ephraim McDowell Health IRB,EPHRAIM MCDOWELL HEALTH IRB,1,2010-04-26,2010-04-26,False,True,False,True,Drugs
"Epimed International, Inc.",EPIMED,1,2012-09-19,2012-09-19,True,False,False,True,Devices
Episciences Inc,EPISCIENCES,2,2015-12-02,2022-08-26,False,True,False,True,Drugs; Food/Cosmetics
Epro E-Commerce Limited,EPRO E COMMERCE,1,2020-06-29,2020-06-29,True,False,False,True,Devices
"Erchonia Corporation, LLC",ERCHONIA,1,2011-01-21,2011-01-21,True,False,False,True,Devices
Ercros S.A.,ERCROS S A,1,2012-06-20,2012-06-20,False,True,False,True,Drugs
Erkul Kozmetik Sanayi ve Ticaret A.S.,ERKUL KOZMETIK SANAYI VE TICARET A S,1,2026-06-02,2026-06-02,False,True,False,True,Drugs
Eskbiochem SA de CV,ESKBIOCHEM DE CV,1,2020-07-23,2020-07-23,False,True,False,True,Drugs
Essential Pharmacy Compounding,ESSENTIAL PHARMACY COMPOUNDING,1,2016-03-10,2016-03-10,False,True,False,True,Drugs
"Essex Institutional Review Board, Inc",ESSEX INSTITUTIONAL REVIEW BOARD,1,2011-07-26,2011-07-26,False,True,False,True,Drugs
Estar Technologies Ltd.,ESTAR TECHNOLOGIES,1,2026-04-27,2026-04-27,False,False,True,True,Biologics
"Ethical & Independent Review Services, LLC",ETHICAL AND INDEPENDENT REVIEW SERVICES,1,2010-07-19,2010-07-19,True,False,False,True,Devices
Eugen Lefter,EUGEN LEFTER,1,2009-11-17,2009-11-17,False,True,False,True,Drugs
Eugia Pharma Specialities Limited,EUGIA PHARMA SPECIALITIES,1,2024-08-15,2024-08-15,False,True,False,True,Drugs
Eureka Springs Hospital,EUREKA SPRINGS HOSPITAL,1,2009-05-06,2009-05-06,False,True,False,True,Drugs
Euromi S.A.,EUROMI S A,1,2015-06-22,2015-06-22,True,False,False,True,Devices
Europharma Concepts Limited,EUROPHARMA CONCEPTS,1,2018-05-16,2018-05-16,False,True,False,True,Drugs
Eurotrol B.V.,EUROTROL B V,1,2014-11-19,2014-11-19,True,False,False,True,Devices
EvaPharmacy,EVAPHARMACY,1,2013-06-26,2013-06-26,False,True,False,True,Drugs
"Evelyn Lopez-Brignoni, M.D.",EVELYN LOPEZ BRIGNONI M D,1,2021-03-02,2021-03-02,False,True,False,True,Drugs
